pair,timestamp,score,gross_r,net_r,exit_reason
USD/CHF,2021-12-09T04:30:00+00:00,71.74,-1.0,-1.049,stop_loss
AUD/USD,2021-12-09T05:45:00+00:00,70.7,-1.0,-1.0506,stop_loss
GBP/USD,2021-12-09T08:30:00+00:00,72.3,1.5,1.4279,take_profit
GBP/USD,2021-12-09T10:45:00+00:00,75.8,-1.0,-1.0443,stop_loss
EUR/USD,2021-12-09T15:15:00+00:00,73.42,-0.0879,-0.097,time_exit
USD/CAD,2021-12-09T15:30:00+00:00,76.53,-0.0367,-0.0735,time_exit
GBP/USD,2021-12-09T19:15:00+00:00,70.22,-0.2684,-0.3145,time_exit
USD/CAD,2021-12-14T15:45:00+00:00,76.7,0.2303,0.1907,time_exit
EUR/USD,2021-12-14T19:15:00+00:00,76.29,-0.0176,-0.0351,time_exit
USD/JPY,2021-12-16T04:30:00+00:00,76.36,1.5,1.4655,take_profit
USD/JPY,2021-12-20T04:00:00+00:00,77.79,-0.1325,-0.1562,time_exit
GBP/USD,2021-12-20T16:00:00+00:00,75.03,0.6284,0.5992,time_exit
GBP/USD,2021-12-22T16:00:00+00:00,76.1,-0.0341,-0.0477,time_exit
GBP/USD,2021-12-23T19:45:00+00:00,77.58,-1.0,-1.0507,stop_loss
USD/JPY,2021-12-30T07:45:00+00:00,76.1,-1.0,-1.0464,stop_loss
USD/JPY,2021-12-31T07:45:00+00:00,73.09,-1.0,-1.0686,stop_loss
USD/CHF,2021-12-31T08:00:00+00:00,70.05,1.5,1.4337,take_profit
EUR/USD,2021-12-31T09:00:00+00:00,71.86,-1.0,-1.011,stop_loss
USD/CAD,2021-12-31T09:30:00+00:00,72.95,-1.0,-1.0549,stop_loss
USD/JPY,2021-12-31T09:45:00+00:00,73.27,-1.0,-1.035,stop_loss
USD/CHF,2021-12-31T10:15:00+00:00,72.72,0.2594,0.2381,time_exit
USD/CAD,2021-12-31T12:15:00+00:00,71.59,1.5,1.4213,take_profit
USD/JPY,2021-12-31T16:00:00+00:00,70.97,1.5,1.4636,take_profit
USD/JPY,2022-01-03T00:45:00+00:00,71.26,-0.4148,-0.4289,time_exit
GBP/USD,2022-01-03T09:00:00+00:00,73.86,-1.0,-1.0305,stop_loss
USD/CHF,2022-01-03T09:00:00+00:00,72.17,-1.0,-1.0441,stop_loss
EUR/USD,2022-01-03T09:30:00+00:00,73.47,-1.0,-1.0201,stop_loss
USD/JPY,2022-01-04T00:00:00+00:00,71.46,1.5,1.4316,take_profit
USD/JPY,2022-01-04T01:00:00+00:00,77.07,1.5,1.4519,take_profit
EUR/USD,2022-01-04T10:30:00+00:00,71.51,1.5,1.472,take_profit
EUR/USD,2022-01-04T11:45:00+00:00,70.39,1.5,1.4749,take_profit
USD/JPY,2022-01-04T20:00:00+00:00,70.11,-1.0,-1.0437,stop_loss
EUR/USD,2022-01-05T07:45:00+00:00,71.44,-1.0,-1.0448,stop_loss
USD/CHF,2022-01-05T13:30:00+00:00,71.72,-1.0,-1.0558,stop_loss
GBP/USD,2022-01-05T17:30:00+00:00,74.65,-1.0,-1.0171,stop_loss
USD/JPY,2022-01-05T19:15:00+00:00,75.22,-0.523,-0.5354,time_exit
EUR/USD,2022-01-06T07:15:00+00:00,70.98,-1.0,-1.0375,stop_loss
EUR/USD,2022-01-06T08:00:00+00:00,70.32,1.5,1.4694,take_profit
USD/CHF,2022-01-06T08:00:00+00:00,71.37,-1.0,-1.0507,stop_loss
USD/JPY,2022-01-06T09:45:00+00:00,70.02,-1.0,-1.0261,stop_loss
USD/CHF,2022-01-06T15:00:00+00:00,71.38,1.5,1.4371,take_profit
EUR/USD,2022-01-06T17:00:00+00:00,75.14,0.2125,0.1994,time_exit
GBP/USD,2022-01-07T02:00:00+00:00,70.03,-0.165,-0.2127,time_exit
USD/CAD,2022-01-07T03:00:00+00:00,70.22,-0.0065,-0.0786,time_exit
AUD/USD,2022-01-07T13:45:00+00:00,73.47,-1.0,-1.0361,stop_loss
USD/CAD,2022-01-07T13:45:00+00:00,71.52,1.5,1.421,take_profit
USD/JPY,2022-01-07T14:00:00+00:00,70.06,-1.0,-1.0369,stop_loss
GBP/USD,2022-01-07T14:45:00+00:00,74.19,0.6896,0.6646,time_exit
USD/CAD,2022-01-07T14:45:00+00:00,70.09,0.8667,0.8254,time_exit
AUD/USD,2022-01-07T16:45:00+00:00,70.77,0.1801,0.1515,time_exit
GBP/USD,2022-01-10T00:00:00+00:00,75.67,-0.0624,-0.1201,time_exit
GBP/USD,2022-01-10T09:15:00+00:00,70.38,-1.0,-1.0524,stop_loss
USD/CAD,2022-01-10T09:15:00+00:00,77.33,-1.0,-1.0469,stop_loss
USD/CHF,2022-01-10T10:45:00+00:00,71.39,1.5,1.4506,take_profit
USD/JPY,2022-01-10T12:00:00+00:00,70.41,-0.007,-0.0122,time_exit
USD/CHF,2022-01-10T14:00:00+00:00,70.69,0.2667,0.247,time_exit
GBP/USD,2022-01-10T16:15:00+00:00,73.92,0.543,0.52,time_exit
EUR/USD,2022-01-11T01:30:00+00:00,71.47,-0.4848,-0.504,time_exit
USD/CAD,2022-01-11T03:30:00+00:00,72.96,0.4326,0.3688,time_exit
GBP/USD,2022-01-11T08:15:00+00:00,73.08,-1.0,-1.0258,stop_loss
USD/JPY,2022-01-11T10:00:00+00:00,73.99,-1.0,-1.0101,stop_loss
EUR/USD,2022-01-11T11:30:00+00:00,70.36,-1.0,-1.03,stop_loss
USD/CAD,2022-01-11T14:00:00+00:00,70.88,-1.0,-1.0853,stop_loss
AUD/USD,2022-01-11T14:45:00+00:00,70.83,-1.0,-1.0778,stop_loss
USD/CAD,2022-01-11T14:45:00+00:00,70.35,1.5,1.3993,take_profit
GBP/USD,2022-01-11T15:00:00+00:00,74.44,1.5,1.4875,take_profit
USD/CAD,2022-01-11T15:15:00+00:00,74.88,1.5,1.4618,take_profit
EUR/USD,2022-01-11T15:45:00+00:00,74.46,1.1211,1.1143,time_exit
USD/CAD,2022-01-11T18:30:00+00:00,72.1,0.2657,0.2523,time_exit
USD/JPY,2022-01-12T01:00:00+00:00,72.37,-1.0,-1.0382,stop_loss
USD/CAD,2022-01-12T03:45:00+00:00,70.38,0.1673,0.1282,time_exit
EUR/USD,2022-01-12T08:15:00+00:00,75.02,1.5,1.4786,take_profit
GBP/USD,2022-01-12T11:00:00+00:00,70.66,1.5,1.4355,take_profit
USD/CAD,2022-01-12T13:00:00+00:00,75.91,1.5,1.4133,take_profit
EUR/USD,2022-01-12T13:30:00+00:00,76.28,0.8024,0.796,time_exit
GBP/USD,2022-01-12T13:45:00+00:00,71.56,0.4802,0.4631,time_exit
USD/CAD,2022-01-12T13:45:00+00:00,76.93,0.3498,0.3208,time_exit
USD/JPY,2022-01-12T13:45:00+00:00,72.18,1.5,1.4891,take_profit
EUR/USD,2022-01-12T22:45:00+00:00,70.99,1.2837,1.2585,time_exit
USD/JPY,2022-01-13T06:00:00+00:00,70.35,1.5,1.4629,take_profit
AUD/USD,2022-01-13T07:45:00+00:00,70.86,-0.0273,-0.0774,time_exit
EUR/USD,2022-01-13T08:00:00+00:00,78.37,-0.3536,-0.3617,time_exit
USD/JPY,2022-01-13T08:00:00+00:00,73.14,1.5,1.4836,take_profit
GBP/USD,2022-01-13T08:15:00+00:00,71.22,-0.6913,-0.7142,time_exit
USD/CAD,2022-01-13T08:15:00+00:00,72.9,-0.7839,-0.8243,time_exit
USD/CHF,2022-01-13T11:15:00+00:00,75.0,1.5,1.4476,take_profit
EUR/USD,2022-01-13T17:15:00+00:00,73.85,0.129,0.1173,time_exit
USD/CAD,2022-01-13T18:00:00+00:00,72.24,-1.0,-1.0769,stop_loss
GBP/USD,2022-01-13T18:15:00+00:00,73.71,-1.0,-1.0568,stop_loss
USD/JPY,2022-01-13T20:00:00+00:00,76.95,1.5,1.4786,take_profit
USD/JPY,2022-01-14T00:15:00+00:00,77.29,1.5,1.4679,take_profit
EUR/USD,2022-01-14T01:45:00+00:00,75.27,-0.5721,-0.6036,time_exit
EUR/USD,2022-01-14T02:30:00+00:00,75.09,-0.8487,-0.8752,time_exit
USD/CAD,2022-01-14T04:30:00+00:00,72.25,-0.6281,-0.6676,time_exit
AUD/USD,2022-01-14T05:45:00+00:00,72.29,-1.0,-1.0577,stop_loss
USD/CAD,2022-01-14T05:45:00+00:00,76.37,-1.0,-1.0589,stop_loss
USD/JPY,2022-01-14T07:00:00+00:00,75.29,-1.0,-1.0425,stop_loss
USD/JPY,2022-01-14T10:45:00+00:00,71.01,-0.828,-0.842,time_exit
EUR/USD,2022-01-14T12:00:00+00:00,73.76,-1.0,-1.0331,stop_loss
EUR/USD,2022-01-14T12:45:00+00:00,72.79,-1.0,-1.0195,stop_loss
EUR/USD,2022-01-14T15:45:00+00:00,72.48,-1.0,-1.0126,stop_loss
EUR/USD,2022-01-14T16:45:00+00:00,72.46,0.2698,0.2642,time_exit
USD/JPY,2022-01-14T20:00:00+00:00,74.5,-1.0,-1.0345,stop_loss
USD/CAD,2022-01-17T16:00:00+00:00,73.3,1.0543,0.9675,time_exit
GBP/USD,2022-01-18T12:00:00+00:00,70.5,0.0515,0.0447,time_exit
USD/CAD,2022-01-18T12:00:00+00:00,71.26,-1.0,-1.0478,stop_loss
AUD/USD,2022-01-18T13:00:00+00:00,71.17,-0.1666,-0.232,time_exit
USD/CHF,2022-01-18T18:00:00+00:00,71.96,-0.3068,-0.3513,time_exit
EUR/USD,2022-01-19T01:15:00+00:00,74.47,-1.0,-1.0101,stop_loss
EUR/USD,2022-01-19T07:45:00+00:00,72.51,-1.0,-1.0396,stop_loss
GBP/USD,2022-01-19T09:15:00+00:00,70.45,-1.0,-1.0587,stop_loss
EUR/USD,2022-01-19T09:45:00+00:00,76.22,-1.0,-1.0109,stop_loss
EUR/USD,2022-01-19T11:15:00+00:00,71.59,-1.0,-1.0345,stop_loss
USD/CAD,2022-01-19T13:45:00+00:00,74.91,-1.0,-1.0685,stop_loss
USD/JPY,2022-01-19T14:15:00+00:00,71.47,1.5,1.4684,take_profit
USD/CAD,2022-01-19T14:30:00+00:00,72.77,-1.0,-1.0428,stop_loss
EUR/USD,2022-01-19T15:15:00+00:00,73.84,-1.0,-1.0306,stop_loss
USD/JPY,2022-01-19T15:15:00+00:00,75.77,-0.3448,-0.3553,time_exit
EUR/USD,2022-01-19T16:45:00+00:00,72.89,-1.0,-1.0231,stop_loss
USD/JPY,2022-01-20T00:30:00+00:00,71.72,1.5,1.4451,take_profit
USD/JPY,2022-01-20T01:00:00+00:00,74.84,-1.0,-1.0194,stop_loss
USD/JPY,2022-01-20T04:30:00+00:00,74.2,-1.0,-1.0394,stop_loss
USD/JPY,2022-01-20T06:15:00+00:00,71.33,1.5,1.4896,take_profit
USD/JPY,2022-01-20T08:00:00+00:00,76.48,1.5,1.4794,take_profit
EUR/USD,2022-01-20T10:45:00+00:00,72.3,1.3768,1.3686,time_exit
GBP/USD,2022-01-20T12:00:00+00:00,70.29,-1.0,-1.022,stop_loss
AUD/USD,2022-01-20T13:45:00+00:00,75.8,-1.0,-1.0442,stop_loss
USD/CAD,2022-01-20T14:00:00+00:00,70.37,1.5,1.4207,take_profit
USD/JPY,2022-01-20T14:00:00+00:00,76.46,0.1809,0.1662,time_exit
GBP/USD,2022-01-20T14:15:00+00:00,70.38,-1.0,-1.0182,stop_loss
USD/CAD,2022-01-20T16:00:00+00:00,73.71,-1.0,-1.0388,stop_loss
USD/CHF,2022-01-20T18:00:00+00:00,70.32,-0.0296,-0.056,time_exit
EUR/USD,2022-01-20T20:00:00+00:00,75.99,-0.0477,-0.0497,time_exit
USD/JPY,2022-01-20T23:15:00+00:00,70.96,0.1174,0.0984,time_exit
USD/JPY,2022-01-21T18:30:00+00:00,77.31,-1.0,-1.0169,stop_loss
USD/JPY,2022-01-24T07:30:00+00:00,77.62,-1.0,-1.0125,stop_loss
GBP/USD,2022-01-24T10:00:00+00:00,80.05,1.5,1.4783,take_profit
EUR/USD,2022-01-24T12:00:00+00:00,79.27,-0.4696,-0.4764,time_exit
EUR/USD,2022-01-25T06:45:00+00:00,75.32,1.5,1.4893,take_profit
GBP/USD,2022-01-25T08:15:00+00:00,75.02,-1.0,-1.0603,stop_loss
GBP/USD,2022-01-25T10:45:00+00:00,79.34,-1.0,-1.0337,stop_loss
EUR/USD,2022-01-25T11:30:00+00:00,78.27,-0.5676,-0.5725,time_exit
AUD/USD,2022-01-25T12:00:00+00:00,75.12,-1.0,-1.0434,stop_loss
USD/CAD,2022-01-25T15:00:00+00:00,76.55,-1.0,-1.0369,stop_loss
USD/JPY,2022-01-27T09:15:00+00:00,77.81,0.666,0.6562,time_exit
USD/JPY,2022-01-27T21:00:00+00:00,75.01,0.0846,0.0611,time_exit
EUR/USD,2022-01-28T00:15:00+00:00,72.72,-1.0,-1.0292,stop_loss
GBP/USD,2022-01-28T00:15:00+00:00,71.44,-1.0,-1.0744,stop_loss
USD/JPY,2022-01-28T00:15:00+00:00,79.46,0.4467,0.4358,time_exit
GBP/USD,2022-01-28T06:15:00+00:00,71.21,1.5,1.4296,take_profit
EUR/USD,2022-01-28T07:15:00+00:00,72.78,-1.0,-1.0119,stop_loss
GBP/USD,2022-01-28T07:15:00+00:00,76.31,-1.0,-1.0318,stop_loss
USD/CAD,2022-01-28T07:15:00+00:00,75.09,1.5,1.4631,take_profit
USD/JPY,2022-01-28T07:15:00+00:00,80.07,-1.0,-1.0118,stop_loss
AUD/USD,2022-01-28T07:30:00+00:00,75.98,1.5,1.4583,take_profit
AUD/USD,2022-01-28T08:30:00+00:00,76.49,0.2997,0.2778,time_exit
USD/JPY,2022-01-28T09:30:00+00:00,75.43,-1.0,-1.0192,stop_loss
USD/CAD,2022-01-28T11:00:00+00:00,72.31,-0.143,-0.1585,time_exit
USD/CHF,2022-01-28T15:45:00+00:00,71.27,0.6643,0.6267,time_exit
GBP/USD,2022-01-28T17:30:00+00:00,74.88,-0.416,-0.4302,time_exit
USD/CAD,2022-01-28T20:15:00+00:00,72.77,-1.0,-1.0402,stop_loss
USD/JPY,2022-01-31T01:00:00+00:00,76.57,-0.1126,-0.132,time_exit
USD/JPY,2022-01-31T10:15:00+00:00,74.19,-1.0,-1.0294,stop_loss
USD/CAD,2022-01-31T10:45:00+00:00,70.12,1.5,1.4491,take_profit
USD/CHF,2022-01-31T11:15:00+00:00,72.65,-1.0,-1.0239,stop_loss
EUR/USD,2022-01-31T11:30:00+00:00,72.57,1.5,1.4803,take_profit
USD/CAD,2022-01-31T12:30:00+00:00,73.69,-1.0,-1.0543,stop_loss
USD/JPY,2022-01-31T14:30:00+00:00,72.79,-1.0,-1.0396,stop_loss
EUR/USD,2022-02-01T08:00:00+00:00,71.77,-1.0,-1.0285,stop_loss
GBP/USD,2022-02-01T08:45:00+00:00,70.58,-1.0,-1.0673,stop_loss
USD/JPY,2022-02-01T09:00:00+00:00,77.69,0.7278,0.7196,time_exit
EUR/USD,2022-02-01T11:30:00+00:00,71.19,1.5,1.476,take_profit
EUR/USD,2022-02-01T15:45:00+00:00,71.42,1.5,1.4825,take_profit
USD/JPY,2022-02-01T18:45:00+00:00,71.28,1.1817,1.1409,time_exit
GBP/USD,2022-02-02T09:00:00+00:00,70.12,1.5,1.4377,take_profit
EUR/USD,2022-02-02T10:00:00+00:00,75.32,0.4464,0.4364,time_exit
GBP/USD,2022-02-02T12:00:00+00:00,77.32,0.0553,0.0354,time_exit
USD/JPY,2022-02-02T12:15:00+00:00,73.27,-0.5424,-0.5586,time_exit
USD/CHF,2022-02-02T15:00:00+00:00,75.76,1.5,1.4362,take_profit
USD/CHF,2022-02-02T17:30:00+00:00,74.21,-0.6921,-0.7449,time_exit
EUR/USD,2022-02-02T19:15:00+00:00,78.13,-0.491,-0.5085,time_exit
EUR/USD,2022-02-03T12:45:00+00:00,73.79,1.5,1.4891,take_profit
USD/CHF,2022-02-03T13:30:00+00:00,70.75,0.2006,0.1636,time_exit
USD/JPY,2022-02-03T15:15:00+00:00,71.35,-0.6757,-0.7065,time_exit
USD/JPY,2022-02-04T00:30:00+00:00,71.88,-1.0,-1.0333,stop_loss
GBP/USD,2022-02-04T07:00:00+00:00,70.6,-1.0,-1.0773,stop_loss
USD/JPY,2022-02-04T07:00:00+00:00,73.0,1.5,1.4545,take_profit
EUR/USD,2022-02-04T08:00:00+00:00,70.24,1.5,1.467,take_profit
USD/JPY,2022-02-04T08:00:00+00:00,73.38,-1.0,-1.0212,stop_loss
EUR/USD,2022-02-04T09:00:00+00:00,73.77,1.5,1.4895,take_profit
USD/JPY,2022-02-04T10:45:00+00:00,71.52,-1.0,-1.0452,stop_loss
EUR/USD,2022-02-04T12:00:00+00:00,80.05,-1.0,-1.0104,stop_loss
USD/JPY,2022-02-04T12:30:00+00:00,71.84,1.5,1.4665,take_profit
EUR/USD,2022-02-04T14:00:00+00:00,74.59,-1.0,-1.0147,stop_loss
USD/JPY,2022-02-06T23:00:00+00:00,71.76,-1.0,-1.0256,stop_loss
EUR/USD,2022-02-07T00:30:00+00:00,71.96,-1.0,-1.0329,stop_loss
USD/JPY,2022-02-07T01:00:00+00:00,72.8,-1.0,-1.0585,stop_loss
EUR/USD,2022-02-07T08:30:00+00:00,79.02,-1.0,-1.0149,stop_loss
USD/CAD,2022-02-07T08:30:00+00:00,73.07,-1.0,-1.0563,stop_loss
GBP/USD,2022-02-07T09:45:00+00:00,70.09,-1.0,-1.0372,stop_loss
EUR/USD,2022-02-07T10:15:00+00:00,73.82,1.5,1.4811,take_profit
GBP/USD,2022-02-07T10:45:00+00:00,73.51,-0.6978,-0.7067,time_exit
EUR/USD,2022-02-07T13:00:00+00:00,71.85,1.5,1.4768,take_profit
USD/JPY,2022-02-07T13:30:00+00:00,74.82,0.028,0.0112,time_exit
EUR/USD,2022-02-07T15:00:00+00:00,76.29,-1.0,-1.0122,stop_loss
USD/CHF,2022-02-07T17:30:00+00:00,72.32,-0.1357,-0.1679,time_exit
EUR/USD,2022-02-07T18:30:00+00:00,71.65,1.5,1.4712,take_profit
EUR/USD,2022-02-07T20:00:00+00:00,75.67,-0.66,-0.6764,time_exit
USD/JPY,2022-02-08T00:00:00+00:00,73.83,1.5,1.4788,take_profit
USD/JPY,2022-02-08T02:30:00+00:00,72.08,-0.1909,-0.2068,time_exit
EUR/USD,2022-02-08T07:15:00+00:00,71.48,1.5,1.477,take_profit
EUR/USD,2022-02-08T11:00:00+00:00,70.38,1.5,1.4741,take_profit
USD/JPY,2022-02-08T11:45:00+00:00,71.06,1.5,1.4576,take_profit
USD/JPY,2022-02-08T13:30:00+00:00,75.92,0.3394,0.3268,time_exit
EUR/USD,2022-02-09T09:15:00+00:00,70.19,0.5623,0.5528,time_exit
USD/JPY,2022-02-09T15:45:00+00:00,71.8,1.5,1.4668,take_profit
EUR/USD,2022-02-09T18:30:00+00:00,74.9,-1.0,-1.0161,stop_loss
USD/JPY,2022-02-10T08:45:00+00:00,70.89,1.5,1.4465,take_profit
USD/JPY,2022-02-10T09:15:00+00:00,71.06,1.5,1.484,take_profit
EUR/USD,2022-02-10T09:30:00+00:00,73.61,-1.0,-1.0152,stop_loss
USD/JPY,2022-02-10T23:45:00+00:00,72.1,-1.0,-1.0145,stop_loss
USD/JPY,2022-02-11T00:15:00+00:00,74.95,-1.0,-1.0241,stop_loss
USD/JPY,2022-02-11T08:30:00+00:00,75.51,-1.0,-1.0428,stop_loss
USD/CHF,2022-02-11T09:30:00+00:00,71.63,-1.0,-1.074,stop_loss
USD/JPY,2022-02-11T12:00:00+00:00,71.86,-1.0,-1.0377,stop_loss
USD/JPY,2022-02-11T13:45:00+00:00,72.5,-1.0,-1.0316,stop_loss
GBP/USD,2022-02-11T15:00:00+00:00,74.45,-1.0,-1.0323,stop_loss
USD/CHF,2022-02-11T15:30:00+00:00,70.34,-1.0,-1.0616,stop_loss
USD/JPY,2022-02-11T15:30:00+00:00,70.98,-1.0,-1.0263,stop_loss
EUR/USD,2022-02-14T08:15:00+00:00,71.03,0.6211,0.6115,time_exit
USD/CAD,2022-02-14T08:15:00+00:00,71.69,-1.0,-1.03,stop_loss
EUR/USD,2022-02-14T17:30:00+00:00,75.31,1.5,1.4823,take_profit
AUD/USD,2022-02-14T19:15:00+00:00,70.33,-0.4925,-0.5472,time_exit
EUR/USD,2022-02-14T19:30:00+00:00,76.88,-1.0,-1.0119,stop_loss
EUR/USD,2022-02-15T03:30:00+00:00,72.31,-1.0,-1.0406,stop_loss
EUR/USD,2022-02-15T07:30:00+00:00,75.25,-1.0,-1.0128,stop_loss
EUR/USD,2022-02-15T08:15:00+00:00,73.6,-1.0,-1.0164,stop_loss
EUR/USD,2022-02-15T10:30:00+00:00,72.33,1.5,1.4714,take_profit
USD/JPY,2022-02-15T15:00:00+00:00,76.53,-0.4913,-0.4997,time_exit
EUR/USD,2022-02-15T16:15:00+00:00,70.45,0.2194,0.1963,time_exit
USD/JPY,2022-02-16T08:45:00+00:00,72.58,-1.0,-1.031,stop_loss
GBP/USD,2022-02-16T15:45:00+00:00,76.41,0.1651,0.1465,time_exit
AUD/USD,2022-02-16T16:00:00+00:00,71.61,1.5,1.4329,take_profit
AUD/USD,2022-02-16T19:15:00+00:00,76.07,-1.0,-1.0216,stop_loss
EUR/USD,2022-02-16T19:15:00+00:00,71.75,1.5,1.4849,take_profit
GBP/USD,2022-02-17T05:00:00+00:00,71.35,1.5,1.4491,take_profit
GBP/USD,2022-02-17T11:15:00+00:00,74.41,0.1927,0.1746,time_exit
USD/CHF,2022-02-17T13:45:00+00:00,79.08,0.0857,0.05,time_exit
USD/JPY,2022-02-17T13:45:00+00:00,76.66,-0.1866,-0.1997,time_exit
AUD/USD,2022-02-17T14:30:00+00:00,73.96,-1.0,-1.0609,stop_loss
USD/CAD,2022-02-17T15:15:00+00:00,72.94,-0.6889,-0.7379,time_exit
AUD/USD,2022-02-17T15:45:00+00:00,73.56,-0.7785,-0.8285,time_exit
USD/JPY,2022-02-18T02:45:00+00:00,71.25,0.1776,0.1438,time_exit
GBP/USD,2022-02-18T07:45:00+00:00,70.49,-1.0,-1.0554,stop_loss
AUD/USD,2022-02-18T08:30:00+00:00,71.4,-1.0,-1.0303,stop_loss
USD/JPY,2022-02-18T12:00:00+00:00,70.18,1.5,1.4625,take_profit
EUR/USD,2022-02-18T14:15:00+00:00,72.77,0.8185,0.8149,time_exit
USD/JPY,2022-02-18T14:45:00+00:00,73.69,-1.0,-1.0732,stop_loss
USD/JPY,2022-02-18T16:00:00+00:00,72.24,1.5,1.4654,take_profit
GBP/USD,2022-02-21T08:30:00+00:00,73.66,-1.0,-1.0412,stop_loss
USD/JPY,2022-02-21T08:30:00+00:00,75.22,0.879,0.8632,time_exit
USD/CHF,2022-02-21T11:15:00+00:00,70.25,0.3182,0.2784,time_exit
GBP/USD,2022-02-21T12:30:00+00:00,70.11,-1.0,-1.0753,stop_loss
AUD/USD,2022-02-21T14:30:00+00:00,70.57,-1.0,-1.0672,stop_loss
EUR/USD,2022-02-21T15:00:00+00:00,77.56,1.5,1.4811,take_profit
USD/JPY,2022-02-21T17:45:00+00:00,73.23,1.5,1.4537,take_profit
EUR/USD,2022-02-21T19:15:00+00:00,72.64,0.2611,0.2423,time_exit
EUR/USD,2022-02-22T04:30:00+00:00,75.59,-1.0,-1.0256,stop_loss
USD/JPY,2022-02-22T09:15:00+00:00,72.7,-1.0,-1.0203,stop_loss
AUD/USD,2022-02-22T09:45:00+00:00,72.76,-0.0056,-0.0616,time_exit
EUR/USD,2022-02-22T09:45:00+00:00,72.87,-1.0,-1.021,stop_loss
USD/JPY,2022-02-22T14:45:00+00:00,71.81,-1.0,-1.0089,stop_loss
USD/CAD,2022-02-22T18:00:00+00:00,71.22,0.2726,0.2284,time_exit
AUD/USD,2022-02-22T19:15:00+00:00,72.26,1.5,1.4249,take_profit
AUD/USD,2022-02-23T09:45:00+00:00,73.94,-0.4876,-0.5106,time_exit
EUR/USD,2022-02-24T00:30:00+00:00,71.67,1.5,1.4801,take_profit
GBP/USD,2022-02-24T03:00:00+00:00,72.59,1.5,1.4491,take_profit
USD/JPY,2022-02-24T03:15:00+00:00,71.18,1.5,1.481,take_profit
USD/JPY,2022-02-25T07:00:00+00:00,70.03,1.5,1.4679,take_profit
USD/CAD,2022-02-25T08:30:00+00:00,70.3,-1.0,-1.0479,stop_loss
EUR/USD,2022-02-25T09:00:00+00:00,75.89,-1.0,-1.0102,stop_loss
GBP/USD,2022-02-25T11:00:00+00:00,76.79,-0.6371,-0.6496,time_exit
USD/JPY,2022-02-25T11:30:00+00:00,77.38,0.3156,0.3017,time_exit
AUD/USD,2022-02-25T13:00:00+00:00,73.79,-1.0,-1.0313,stop_loss
USD/CHF,2022-02-25T18:00:00+00:00,70.92,-1.0,-1.0751,stop_loss
GBP/USD,2022-02-28T08:00:00+00:00,74.06,-1.0,-1.0339,stop_loss
USD/JPY,2022-02-28T08:30:00+00:00,76.21,-1.0,-1.0178,stop_loss
AUD/USD,2022-02-28T14:45:00+00:00,70.37,0.84,0.8103,time_exit
EUR/USD,2022-02-28T17:15:00+00:00,70.45,0.2982,0.2958,time_exit
EUR/USD,2022-03-01T08:00:00+00:00,70.02,1.5,1.4671,take_profit
EUR/USD,2022-03-01T10:00:00+00:00,74.64,0.9803,0.9733,time_exit
USD/CAD,2022-03-01T10:45:00+00:00,70.99,-1.0,-1.0802,stop_loss
USD/JPY,2022-03-01T13:30:00+00:00,76.73,1.5,1.4595,take_profit
USD/CAD,2022-03-01T14:45:00+00:00,71.03,-1.0,-1.0659,stop_loss
GBP/USD,2022-03-01T15:00:00+00:00,78.49,0.6438,0.6307,time_exit
USD/CHF,2022-03-01T16:30:00+00:00,70.47,0.4178,0.3375,time_exit
USD/CAD,2022-03-01T17:00:00+00:00,70.78,0.127,0.1004,time_exit
USD/JPY,2022-03-01T18:45:00+00:00,77.34,-1.0,-1.0137,stop_loss
EUR/USD,2022-03-01T19:15:00+00:00,74.74,0.0356,0.0291,time_exit
AUD/USD,2022-03-01T19:30:00+00:00,73.11,1.5,1.4375,take_profit
USD/JPY,2022-03-02T01:45:00+00:00,71.9,-1.0,-1.0526,stop_loss
EUR/USD,2022-03-02T04:30:00+00:00,72.66,1.5,1.4576,take_profit
GBP/USD,2022-03-02T05:30:00+00:00,71.56,-1.0,-1.0333,stop_loss
EUR/USD,2022-03-02T07:00:00+00:00,74.72,0.767,0.7541,time_exit
AUD/USD,2022-03-02T12:15:00+00:00,74.27,1.5,1.454,take_profit
USD/CAD,2022-03-02T12:15:00+00:00,74.6,1.5,1.4752,take_profit
GBP/USD,2022-03-02T12:30:00+00:00,74.65,-1.0,-1.0428,stop_loss
USD/JPY,2022-03-02T13:45:00+00:00,70.65,-1.0,-1.0356,stop_loss
GBP/USD,2022-03-02T14:45:00+00:00,70.2,-0.8155,-0.8277,time_exit
USD/JPY,2022-03-02T16:00:00+00:00,71.68,-0.0854,-0.0924,time_exit
EUR/USD,2022-03-02T16:15:00+00:00,76.62,-1.0,-1.0058,stop_loss
EUR/USD,2022-03-02T16:45:00+00:00,75.98,0.1707,0.1552,time_exit
USD/CAD,2022-03-02T18:30:00+00:00,72.04,0.0451,0.032,time_exit
AUD/USD,2022-03-02T19:00:00+00:00,70.3,-0.2002,-0.2188,time_exit
USD/JPY,2022-03-03T01:15:00+00:00,74.03,1.5,1.48,take_profit
EUR/USD,2022-03-03T02:00:00+00:00,76.11,0.3934,0.3794,time_exit
GBP/USD,2022-03-03T09:00:00+00:00,71.99,-1.0,-1.0326,stop_loss
USD/JPY,2022-03-03T10:00:00+00:00,75.48,-1.0,-1.016,stop_loss
EUR/USD,2022-03-03T11:15:00+00:00,76.79,1.5,1.4783,take_profit
